reg_no,facility_name,facility_type,facility_agent,level,county
3952,NYALI BRIDGE MOMBASA HOSPITAL LTD,NURSING HOME,Private,LEVEL 3B,MOMBASA
4118,BUXTON HOSPITAL MOMBASA,NURSING HOME,Private,LEVEL 3B,MOMBASA
4138,MAINLAND HEALTH CENTRE MAGONGO,NURSING HOME,Private,LEVEL 3B,MOMBASA
4302,WELCARE MEDICAL CENTRE,HEALTH CENTRE,Private,LEVEL 3B,MOMBASA
4334,SEVANI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
4383,SALAAM HOSPITAL,NURSING HOME,Private,LEVEL 3B,MOMBASA
5586,MOMBASA GOLDEN CARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
5657,JOY MEDICAL SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
5718,BAHATI MEMORIAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
5766,HIGHRISE HEALTHCARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
5775,EMPIRE DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
5795,AL-BIR MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
5818,COMPASSION CARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
5825,PWANI GYNO CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
5848,BAMBURI VIKWATANI MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
5910,JORDAN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
5925,PONENI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
6090,JAMBO HEALTHCARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
6113,CHAANI MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
6268,AKEMO MEDICAL CLINICAL AND PHARMACY,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
6294,BARAKANI COMMUNITY HEALTHCARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
6332,BLISS  HEALTHCARE LIMITED MOMBASA,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
6448,SMILE LINK,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
6589,INTERNATIONAL OPTICA,EYE CLINIC,Private,LEVEL 2,MOMBASA
6691,SAVANI NURSING AND MATERNITY CENTRE LIMITED,NURSING HOME,Private,LEVEL 3B,MOMBASA
6859,JAMU IMAGING CENTRE MOMBASA,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
6919,REACHOUT CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
6920,NORTH STAR ALLIANCE E.A- JOMVU WELLNESS CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
7018,JOCHAM COMMUNITY CLINIC MTWAPA,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
7237,DENTOSENSE DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
7348,HEALTH SOURCE MEDICAL CENTRE BAMBURI,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
7349,SPARKI HEALTH SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
7394,ALLIANCE MEDICAL CENTRE MOMBASA,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
7396,OMEGA OPTICIANS LTD MOMBASA,EYE CLINIC,Private,LEVEL 2,MOMBASA
7432,HEALTH SOURCE MEDICAL TOWN CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
7470,ST MICHAELS MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
7498,VIJAY OPTICA,EYE CLINIC,Private,LEVEL 2,MOMBASA
7556,DAKARH MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
7565,KISIMA HEALTH FACILITY,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
7893,YESHUA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
8692,KISAUNI DROP IN CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
8842,COAST NEUROLOGY CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
8854,NEW SHEPHERD COMMUNITY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
11602,ZIWA LA NGOMBE MEDICARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
12268,SHELLY BEACH HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
14297,BARSHEBA BETHSAIDA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
14324,ODYSSEY OPTICIANS LTD -MOMBASA,EYE CLINIC,Private,LEVEL 2,MOMBASA
14339,DR. MITUL VAGHELA DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
14402,PREMIER HOSPITAL,HOSPITAL LEVEL 5,Private,LEVEL 5,MOMBASA
14494,AVENUE HEALTHCARE CHANGAMWE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
14547,GECA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
14658,SHILOH EYE ASSOCIATES LIMITED,EYE HOSPITAL LEVEL,Private,LEVEL 5,MOMBASA
14710,LIONS MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,MOMBASA
14726,CHALIANA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
14841,TIMELY DENTAL CLINIC-MOMBASA,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
14867,DIANI BEACH HOSPITAL - LIKONI,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
14875,TUDOR HEALTHCARE MAGONGO,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
14936,GANJONI HOSPITAL MOMBASA LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
14953,WEMA UNITY HEALTHCARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
14968,TUDOR HEALTHCARE LTD-MIRITINI,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
15009,MOTHER OF PEACE AMANI HEALTH CARE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15028,BADRIA MEDICAL CLINIC,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15095,HOSANNA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
15190,STEJON HEALTH CARE SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15257,"AGA KHAN MEDICAL CENTRE,  BAMBURI MWISHO",MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15441,LIGHT HOUSE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15556,NYALI HEALTHCARE LTD BAMBURI,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15664,ALFA-MED DIAGNOSTICS CENTRE LTD,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15780,MY CLINIC LLP,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
15792,THE HEART AND LUNG CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15889,SAHLA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
15959,ALLMED HEALTHCARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
15975,JITONI MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,MOMBASA
16160,RAYCOS HEALTH CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
16205,THE NAIROBI WOMENS HOSPITAL-MOMBASA,NURSING HOME,Private,LEVEL 3B,MOMBASA
16257,PONACARE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
16321,SONOWORLD MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
16537,ELFI DENTAL CARE,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
16688,MAKANDE MEDICAL AND REPRODUCTIVE HEALTH CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
16711,RIMA SERENE MEDICAL CENTRE,NURSING HOME,Private,LEVEL 3B,MOMBASA
16777,ISLAND DENTAL CARE,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
16813,PATEMAH MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
16815,DINOME MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
16860,TOOTH DOCTOR NYALI,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
17058,"THE AGA KHAN  MEDICAL CENTRE, KUZE",MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
17135,DR ADIL GULAM DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
17138,MOMBASA CANCER CENTRE,NURSING HOME,Private,LEVEL 3B,MOMBASA
17221,MODERN WOMEN CLINIC LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
17240,BEYONDSCOPE HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
17295,MIKINDANI HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
17424,AN-NISA DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
17496,HIV/AIDS PEOPLE ALLIANCE OF KENYA (HAPA-KENYA),MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
17585,IDENT SMILES LIMITED,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
17602,EQUITY AFIA LIMITED-CHANGAMWE MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
17603,LAKE BASIN DENTAL NYALI,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
17642,ALDINA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
17728,ALFAPLUS MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
17730,AL-FIRDAUS HEALTH CARE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
17737,BELIDAVIS HEALTHCARE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
17821,HEALTH SOURCE MEDICAL CENTRE LIKONI,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
17973,CROWN SPECIALIST CENTRE,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
18081,MTONGWE AFYA BORA NURSING HOME,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
18119,KWABULO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18203,"THE AGA KHAN HOSPITAL-DENTAL IMPLANT CENTRE,NYALI",DENTAL CLINIC,Private,LEVEL 2,MOMBASA
18214,KIEMBENI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18236,ROYAL COMMUNITY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18250,MITANGONI MWANANCHI MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
18285,MOMBASA BREEZE HOSPITAL(MBH) LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
18325,CANCER CENTER OF EXCELLENCY,NURSING HOME,Private,LEVEL 3B,MOMBASA
18421,MOMBASA SKIN AND HAIR CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18423,MOMBASA DENTAL CARE,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
18493,JOMVU MIKANJUNI CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18501,LIKBARRAKAH LIKONI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18514,ST.THOMAS MATERNITY HOSPITAL -FERRY BRANCH,NURSING HOME,Private,LEVEL 3B,MOMBASA
18608,AIRPORT VIEW DIAGNOSTIC MEDICAL CARE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18718,VIVID MEDICAL CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
18749,AQSWA HEALTH CARE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
18774,AL\'USRA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18778,UTANGE JAMII CLINIC LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18786,OCEANIC HEART AND VASCULAR CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18796,PALM VIEW MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
18809,ZURI AFYA SERVICES LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18824,JOH CARE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18836,DR.RISHAD A.S & CO. LIMITED-MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
18855,LEJAMB CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18856,ASULI MEDICAL CLINIC LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18925,PROJECT MERCY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
18987,WHITELIFE HEALTH CENTRE LTD,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19012,HAYAT SPECIALIZED CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19021,STAR OF HOPE ASSOCIATION-PAKISTAN MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19049,ASSOCIATED CENTRAL MEDICAL SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19100,DOCTA MAASAI HEALTHCARE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19123,MWANANJE MEDICAL CLINIC AND DERMATOLOGY CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19247,SANN OPTICALS LIMITED,EYE CLINIC,Private,LEVEL 2,MOMBASA
19275,PROCARE MEDICAL CENTRE LTD,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19303,CHIROMO MENTAL HEALTH HOSPITAL LIMITED-NYALI,NURSING HOME,Private,LEVEL 3B,MOMBASA
19356,ENAYA HEALTHCARE  LIMITED,NURSING HOME,Private,LEVEL 3B,MOMBASA
19387,HASNAM MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19388,WEST INLAND HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19392,ARAWA HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
19403,MOLARS DENTAL PRACTICE LIMITED-NYALI,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
19417,OKOA COMMUNITY HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19421,DENSMILE DENTAL CLINIC LIMITED-MOMBASA,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
19439,JOINT MEDICARE CENTER LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19446,SALAMAT MEDICAL CENTER LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19480,INCARE DIAGNOSTIC HEALTH CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19526,CURE4LIFE CENTRE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19629,MAGANDA MEDICAL CENTRE LTD,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19698,CITY HEALTH LIMITED-MOMBASA,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19723,OCEAN EYE CENTRE LIMITED,EYE CLINIC,Private,LEVEL 2,MOMBASA
19776,INSTALAB DIAGNOSTIC SERVICES LTD,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19829,AGA KHAN MEDICAL CENTRE LIKONI,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19890,NYALI DENTAL CARE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19892,SUBHASHCHANDRA MANCHAND CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19893,TUMAINI KADZONZO HEALTH CARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19917,AGA KHAN MEDICAL CENTRE BOMBOLULU,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
19930,HINDIA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
19987,MIRITINIRAIL HEALTH CARE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20052,UGATUZI MEDICAL CLINIC LTD,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20099,ARTIC HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20163,THE KAYDEE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20199,MYRIAD HOPE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20203,"UK DENTAL ,PHARMACY & MEDICAL CLINIC LIMITED",MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20243,AFILA MEDICAL CENTER BOMBOLULU,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20249,MY CLINIC LLP-NYALI,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20264,ABADI HEALTH CENTER,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20286,GOLD LIGHT MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20288,AFIMAT MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20312,BRIGHT STAR DENTAL CLINIC,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
20318,INTERNATIONAL CENTRE FOR REPRODUCTIVE HEALTH-LIKO,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20350,EQUITY AFIA MEDICAL CENTRE-MWEMBE TAYARI,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20377,DEXTA MEDICAL CENTRE LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20379,DIANI BEACH HOSPITAL LIMITED-SHIKA ADABU,HOSPITAL LEVEL 4,Private,LEVEL 4,MOMBASA
20388,BRANA MEDICAL CARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20395,EQUITY AFIA MEDICAL CENTRE BAMBURI,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20399,SAIFI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20407,GURASA HEALTHCARE CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20453,NGUU TATU BAHARINI CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20462,PERGMUMMEDICAL CLINIC BOMBOLULU,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20478,ZIMERLIN MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20506,WELBEING INSIGHTS MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20568,LEBANON DENTAL CARE,DENTAL CLINIC,Private,LEVEL 2,MOMBASA
20591,AAR HEALTH CARE(KENYA) LIMITED-BAMBURI,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20680,THEOREMS MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20687,PEZU MEDICAL CARE,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20751,DIANI BEACH HOSPITAL-MTONGWE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20760,BRAZIL MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20781,HEALTHPRO SURGERY LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20787,DELIGHTS SUN HOSPITAL,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20822,BLIDA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
20856,KONGOWEA KARAMA COMMUNITY MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
20895,BLUE FAMILY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MOMBASA
21063,ADENA OCCUPATIONAL HEALTH AND  SAFETY CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MOMBASA
17990,ACE NORTHERN HOSPITAL LTD,NURSING HOME,Private,LEVEL 3B,MOMBASA
271,KAKUZI LIMITED DISPENSARY,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
1387,SOLEA ANNEX MEDICAL MATERNITY,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
1398,ACC & S RWATHE CHURCH DISPENSARY,DISPENSARY,Private,LEVEL 2,MURANG'A
1489,KWA NGANGA MEDICARE CENTRE LTD,NURSING HOME,Private,LEVEL 3B,MURANG'A
1617,KENOL HOSPITAL LTD,HOSPITAL LEVEL 4,Private,LEVEL 4,MURANG'A
3079,MURANGA HEALTHCARE SERVICES LTD,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
3626,MUYESU MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
3824,MARION GAKIRA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
3879,KENYA CUTTINGS LIMITED,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
4004,BARAKA GATUYA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
4133,THE VIRGIN HOSPITAL,NURSING HOME,Private,LEVEL 3B,MURANG'A
4894,ACC & S KIGUMO DISPENSARY,DISPENSARY,Private,LEVEL 2,MURANG'A
5022,LILLY MEDIHEALTH MEDIVA WELLNESS CENTRE,NURSING HOME,Private,LEVEL 3B,MURANG'A
5561,ABERDARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
5592,AFYA HEALTH ESSENTIALS - KANGARI,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
5700,HURUMA MEDICAL SERVICES MURANGA,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
5753,KIAIREGI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
6307,KIRIA-INI HEALTH CARE SERVICES,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
6391,BLISS HEALTHCARE LIMITED MURANGA,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
6470,FOCUS CLINICAL AND DIAGNOSTICS CENTRE LTD MURANG\,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
7240,KAHUTI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
7344,QUEENS FAMILY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
7473,PENTA FLOWERS CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
7525,NEW JUNCTION HEALTH CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
7561,KAMAHUHA MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
11170,GAKIRA FAMILY HEALTH CARE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
14881,MT. KENYA KANGEMA HOSPITAL LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
15006,EQUITY AFIA MURANGA,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
15114,MUIRI-INI MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15391,MUKARARA VIEW POINT MEDICAL SERVICES,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15426,LUNJO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15437,MURANG\'A DOCTORS\' PLAZA,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
15461,MWANANCHI HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15473,DEECARE MEDICAL CENTER LTD,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15487,KAHURO COMMUNITY HEALTH CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15517,MAGOMANO MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15585,FAMILY HERITAGE HOSPITAL,HOSPITAL LEVEL 4,Private,LEVEL 4,MURANG'A
15692,SABA MEDICAL CENTRE,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
15721,SAMCARE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
15817,MURUKA  MODERN HEALTHCARE LIMITED,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
16037,LEGACY DENTAL CLINIC MURANGA,DENTAL CLINIC,Private,LEVEL 2,MURANG'A
16156,TRANSEBEL MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
16336,HEHO MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
16511,KANGEMA MEDICAL SERVICES,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
16554,HASHI MEDICAL CENTRE LIMITED - MURANGA,NURSING HOME,Private,LEVEL 3B,MURANG'A
16726,KAIRO GOOD SHEPHERD MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
16805,PROTO ENERGY CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
16830,GATIAINI MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
16842,KAMBARA MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
16918,WAIYEGO HEALTHCARE LTD,DENTAL CLINIC,Private,LEVEL 2,MURANG'A
16934,SANATIVE DENTAL SERVICES,DENTAL CLINIC,Private,LEVEL 2,MURANG'A
17069,MBUCUCA MEDICAL CENTER,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17148,ROYAL FRANKS MEDICARE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17308,GAKONYA CARES MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17311,KIMANDI SUPERLIFE MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17339,THE DELIGHT FAMILY MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17340,BENWING KAHATIA NURSING HOME,MEDICAL CENTRE,Private,LEVEL 3A,MURANG'A
17439,KAGUMOINI COMMUNITY MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17516,MONTEZUMA MONALISA FUNERAL HOME LIMITED KABATI,FUNERAL HOME (STA,Private,LEVEL 3A,MURANG'A
17530,ADPATH LABORATORIES LIMITED MURANGA,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17661,LUCTER MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17749,MODERN ABERDARE VIEW HOSPITAL LIMITED,HOSPITAL LEVEL 4,Private,LEVEL 4,MURANG'A
17772,MUCHINNATS MEDICAL CLINIC,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
17918,EFFECTIVE MEDICAL CENTRE,MEDICAL CLINIC,Private,LEVEL 2,MURANG'A
