Provider,AMOUNT
VOLUNTEER NURSING HOME LIMITED,369600
WABERI HOSPITAL LTD,472640
WADAJIR MEDICAL CENTRE LIMITED,293440
Wagai Health Centre,88960
WAGALLA HEALTH CENTRE,91200
WAGBERI DISPENSARY,60000
WAGWE HEALTH CENTRE,140000
WAHAJ MEDICAL CENTRE LIMITED,325680
Waithaka Health Centre,80000
Wajir Central Nursing Home,1502160
WAJIR COUNTY REFERAL HOSPITAL,9159730
"WAJIR EAR,NOSE & THROAT CLINIC",548800
WAJIR MATERNITY AND NURSING HOME,1108800
WAJIR MEDICAL CENTRE LTD,432320
Wajir Medical Nursing Zone Limited,322560
Wajir TB Manyatta Sub County Hospital,48800
Wajir West Roadside Medical Centre & Laboratory,1464960
WAJIR-BOR HEALTH CENTRE,20000
Wajirbor Medical Centre,309120
WAJIRBOR MEDICAL CENTRE LIMITED,71680
WAJIRWEST ROADSIDE MEDICAL CENTRE AND LABO,64960
WALDENA DISPENSARY,30000
WALDIRI MEDICAL CENTRE,1113280
WALDIRI MEDICAL CENTRE LIMITED,336000
Wama Nursing Home,230400
WAMAGANA HEALTH CENTRE,40000
Wamalwa Kijana Teaching and Referral Hospital,13856772
WAMBA DISTRICT HOSPITAL,7040
WAMUMU HOSPITAL LTD,3702080
Wanainchi Jamii Materinty and Nursing Home,714960
Wananchi Medical Centre,642880
WANDIJI HEALTH CENTRE,10000
Wangige Sub County Hospital,444080
Wanjohi Health Centre,60000
WANTE NURSING HOME LIMITED,723520
WAQILA NURSING HOME LIMITED,1093120
Warankara Health Centre,20000
Wargadud Health Centre,198160
WARGADUD MEDICAL CENTER,413200
WARGADUD MEDICAL CENTRE,902400
WARGA-ZONE MEDICAL CENTRE LIMITED,2368240
Warsamee Nursing Home Limited,596960
WASIO DISPENSARY,20000
WATITI DISPENSARY,10000
WAYAM NURSING HOME,591120
Webuye Hospital,2171440
WEBUYE SUB-COUNTY HOSPITAL,9813440
WELLS PARK MEDICAL AND DIAGNOSTIC LIMITED,385280
WELLSTAR HEALTHCARE SYSTEMS LTD,96320
WEMA CATHOLIC HEALTH CENTRE,2694720
Wema Medkin Medical Center,777280
Wenisa Medical Center,76160
WESLEY MISSION CLINIC LANET,20000
WEST HILL COMMUNITY HOSPITAL LTD,463520
West Inland Hospital Limited,17920
West side cottage,17920
WESTANA MEDICAL CENTRE & DENTAL SPECIALISTS,436800
Westlands Hospital,10000
WESTLANDS LASER EYE HOSPITAL LIMITED,277600
WESTLIFE HOSPITAL LIMITED,4368000
WESTLINK NURSING HOME,481600
Whiterose Medical Centre,4351750
Whiterose Medical centre Gategi satellite,232960
WIGA DISPENSARY,20000
WillGrace Hospital Limited,210880
Women Initiative Health Services,358400
Woodlands Hospital,107520
WUNDANYI SUB-DISTRICT HOSPITAL,70000
YABICHO NURSING HOME LIMITED,1341760
YATHRIB NURSING HOME LIMITED,53760
YELLOW DENTAL AND NURSING HOME LIMITED,286720
YOUR FAMILY CLINICS - SILIBWET,448240
Your Family clinics-Silibwet,667280
Yunasi Medical Centre,356160
Yvonne Marie Medical Centre,405440
ZAHIR HEALTH CARE,107520
ZAKIRA MEDICAL CENTRE LIMITED,1346240
ZAMZAM MEDICAL SERVICES,21200
Zamzam Nursing Home RHamu,940800
ZAMZAM NURSING HOME RHAMU LIMITED,1397760
Zanik Medical Centre,1245440
Zazi Hospitals,1111320
ZAZI HOSPITALS LIMITED,16480680
ZETIC HOSPITAL LIMITED,1029440
Zeva Medical Centre,809680
Zion Medical Centre Bungoma,96960
ZONAL ANNEX MATERNITY AND NURSING HOME,158240
ZUMAARA MEDICAL CENTRE LIMITED,817600
